出表日期,報告年度,公司代號,公司名稱,有害廢棄物量-數據(公噸),有害廢棄物量-資料範圍,非有害廢棄物量-數據(公噸),非有害廢棄物量-資料範圍,總重量(有害+非有害)-數據(公噸),總重量(有害+非有害)-資料範圍,廢棄物密集度-密集度(公噸/單位),廢棄物密集度-單位,取得驗證,廢棄物管理政策或減量目標
1111005,110,6133,金橋,,,,,,,,,N,目前台灣沒生產製造單位
1111005,110,6136,富爾特,,,,,,,,,N,尚未訂定
1111005,110,6139,亞翔,,2021年新竹廠區非有害廢棄物量。,,2021年新竹廠區非有害廢棄物量。,4.0100,2021年新竹廠區非有害廢棄物量。,,,N,尚無規劃
1111005,110,6141,柏承,,,,,,,,,N,暫無資料
1111005,110,6142,友勁,1.9540,母公司,103.2250,母公司,105.1790,母公司,0.0424,單位:公噸/百萬營業額,ISO 14001,本年度為首次查證，減量待未來陸續規劃及執行。
1111005,110,6152,百一,,1100101~1101231,,1100101~1101231,1.2240,1100101~1101231,,,N,無
1111005,110,6153,嘉聯益,1830.0000,僅母公司樹林廠,1020.0000,僅母公司樹林廠,2850.0000,僅母公司樹林廠,,,UL2799,廢棄物回收再利用90%。
1111005,110,6155,鈞寶,13.4500,母公司,51.2300,母公司,64.6800,母公司,,,N,本公司以廢棄物總量減量與廢棄物資源化為策略，藉由製程技術改善等源頭管理措施，以達到廢棄物減量策略，計畫於2023年能降低單位產品之廢棄物量3%(2019年為基準年) 為目標。
1111005,110,6164,華興,,,,,,,,,N,無資料
1111005,110,6165,浪凡,,,,,,,,,N,無
1111005,110,6166,凌華,2.2300,2021/1/1-2021/12/31,1.9618,2021/1/1-2021/12/31,4.1918,2021/1/1-2021/12/31,0.0000,產品,N,管制廢棄物產生目標在0.00001(公噸/PCS)以下
1111005,110,6168,宏齊,4.2620,母公司,92.8470,母公司,97.1090,母公司,0.0000,營業額,ISO 14001,廢棄物年產出量降低至95噸
1111005,110,6176,瑞儀,90.0000,台灣與中國大陸製造廠區,6552.0000,台灣與中國大陸製造廠區,6642.0000,台灣與中國大陸製造廠區,0.0007,公斤產品,N,"透過集團行政中心總務環安處設定減量目標。並於2025年達到瑞儀永續發展目標「集團
單位產品廢棄物處理量較2015年減少30%」。"
1111005,110,6177,達麗,,,,,,,,,N,規劃中
1111005,110,6183,關貿,,總公司,,總公司,1.9060,總公司,0.0009,總重量(噸)/營業額(百萬),N,"110年扣除後之生活廢棄物總重量約為：1,906KG"
1111005,110,6184,大豐電,,,,,,,,,N,與合格廠商訂定工程癈棄物料清理合約
1111005,110,6189,豐藝,0.0000,母公司及子公司勁豐,4.9800,母公司及子公司勁豐,4.9800,母公司及子公司勁豐,,,N,每年減少3%為目標
1111005,110,6191,精成科,49432.9000,包含合併財務報表之母子公司,18740.6000,包含合併財務報表之母子公司,68173.5000,包含合併財務報表之母子公司,2.4681,百萬營業額,N,"管理：1.增設電解回收銅系統。2.減少每單位產出之固體廢棄物及高濃度廢液
目標：減少印刷電路板在製造過程中會產生固體廢棄物及高濃度廢液，廢棄物總量朝向每百萬營收之強度值降低1%之目標前進。"
1111005,110,6192,巨路,,,,,,,,,N,無
1111005,110,6196,帆宣,,母公司廠區,,母公司廠區,370.6100,母公司廠區,370.6100,產品,N,有效利用資源
1111005,110,6197,佳必琪,,,,,,,,,N,無
1111005,110,6201,亞弘電,,母公司,,母公司,30.4800,母公司,,,N,等完成溫室氣體盤查後在規劃相關管理政策
1111005,110,6202,盛群,,本公司台灣總部,,本公司台灣總部,11.9457,本公司台灣總部,0.0018,百萬營業額,ISO 14001,"(1)持續推動文件管理電子化系統，例如：契約已設計線上歸檔，依權限可查詢該單位之相關契約，藉此減少紙張使用量，另外，鼓勵多使用雙面列印及多張合一列印等有效且可隨手執行，來達到節能省碳之目標。
(2)確實執行廢棄物如廚餘、空碳粉匣、鐵鋁玻璃罐、廢紙與保特瓶等的回收管理與資源分類，並由專業人員負責廢棄物的處理與分類。
(3)配合政府政策，自2018年起已使用電子發票作業，符合節能減碳之環保精神。"
1111005,110,6205,詮欣,,,,,,,,,ISO 14001,無資料
1111005,110,6206,飛捷,0.0000,飛捷母公司,37.5800,飛捷母公司,37.5800,飛捷母公司,0.0002,產品,N,"1.確實做好垃圾分類與資源回收，減少整體垃圾量
2.114年廢棄物較108年基準年減量3%"
1111005,110,6209,今國光,46.7700,110年今國光學工業股份有限公司(母公司),138.3300,110年今國光學工業股份有限公司(母公司),185.1000,110年今國光學工業股份有限公司(母公司),0.1344,百萬營業,ISO 14001,"廢棄物源頭減量與資源再利用
2021目標：廢棄物清運費(KG)/產值(千元)=0.0846
2021實績：廢棄物清運費(KG)/產值(千元)=0.0752"
1111005,110,6213,聯茂,443.3300,母公司,397.7400,母公司,841.0700,母公司,,,ISO 14001,依據「廢棄物管理作業規範」辦理
1111005,110,6214,精誠,,僅母公司,,僅母公司,66.9000,僅母公司,0.0600,員工人數,N,"1.宣導多使用自帶餐具，減少廢棄物產生
2.減量1%"
1111005,110,6215,和椿,0.0000,母公司,7.7500,母公司,7.7500,母公司,0.0054,百萬營業額,N,訂定減量目標(每年約5%)，並致力完成。加強資源回收減少垃圾量。
1111005,110,6216,居易,0.0000,一般事業廢棄物,15.0000,一般事業廢棄物,15.0000,一般事業廢棄物,,,N,"本公司新研發產品導入生態化設計(EuP Directive)。
提升供應商包材回收再利用。
無紙化線上簽核系統。
達成由源頭減量，並進而達到減廢目的。"
1111005,110,6224,聚鼎,34838.0000,母公司,55410.0000,母公司,90248.0000,母公司,,,N,提高廢棄物年平均回收率≧38%
1111005,110,6225,天瀚,,,,,,,,,N,辦公室用品選用環保再生製品減少廢棄物產生
1111005,110,6226,光鼎,,,,,,,,,N,無資料
1111005,110,6230,尼得科超眾,0.0000,中興廠,39.8000,中興廠,39.8000,中興廠,0.0040,營業額,ISO 14001,本公司係一電子資訊產品散/傳熱零組件之專業設計及製造廠商，製程中僅產生一般事業廢棄物，可回收廢棄物((下腳料))則由專業合格的處理廠商統一進行回收與資源再利用，再製作成各式之再生產品於其他產業循環使用。
1111005,110,6235,華孚,,,,,,,,,N,目前尚未訂定。
1111005,110,6239,力成,2384.4600,僅母公司台灣地區,5771.8000,僅母公司台灣地區,8156.2600,僅母公司台灣地區,0.1600,營業額(百萬)以台灣地區計算,ISO 14001,年度資源回收率40%以上
1111005,110,6243,迅杰,,母公司,,母公司,0.0000,母公司,0.0000,百萬營業額,N,無資料
1111005,110,6257,矽格,53.0400,所有廠區及子公司,270.2600,所有廠區及子公司,323.3000,所有廠區及子公司,,,N,"致力於環境保護，每年進行績效檢討，並執行內外部稽核。
並為達永續資源再利用，本公司持續積極落實回收再利用，
將紙箱、緩衝材、氣泡布及晶舟盒等之產線所產出廢棄物回收再利用，
並於110 年找尋到可將鋁箔袋及tape-on-reel 回收再利用之廠商，將可利用
之廢塑膠發揮更大效益，並減少廢棄物產出。"
1111005,110,6269,台郡,1783.0000,僅母公司,1151.0000,僅母公司,2934.0000,僅母公司,0.0029,產品,ISO 14001,以2019年為基準年，2021年及2022年目標為減少每Lot一般垃圾&有害事業廢棄物產生量10%。
1111005,110,6271,同欣電,,母公司,,母公司,1847.0000,母公司,0.1828,百萬產值,N,回收率>+2%
1111005,110,6277,宏正,0.0000,範疇一+範疇二,43.3055,範疇一+範疇二,43.3055,範疇一+範疇二,,,N,公司之生產作業以電子產品組裝為主，產生無有害事業廢棄物如錫渣、廢塑膠、混合五金等製程廢棄物，則由專業合格的處理廠商統一進行回收與資源再利用，再製作成各式之再生產品於其他產業循環使用。
1111005,110,6278,台表科,48.5100,母公司,43.7800,母公司,92.2900,母公司,0.0014,百萬營業額,N,無資料
1111005,110,6281,全國電,,,,,,,,,N,無資料
1111005,110,6282,康舒,156.2500,2021年康舒科技股份有限公司永續報告書,5593.1700,2021年康舒科技股份有限公司永續報告書,5749.4200,2021年康舒科技股份有限公司永續報告書,262459.0000,新臺幣每億元營業收入,ISO 14001、UL 2799,2030年有害廢棄物產出量較2014年基準年減少35%。
1111005,110,6283,淳安,,,,,,,,,N,NA
1111005,110,6285,啟碁,350.0000,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,4233.0000,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,4583.0000,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,0.0700,新臺幣百萬元營收,AA1000 保證標準v3,"短期目標:
1. 2022年廢棄物產生密集度較2021年減少3%
2. 2022年廢棄物再利用率達83%
中長期目標:
1. 2025年廢棄物產生密集度較2021年減少10%
2. 2025年廢棄物再利用率達90%"
1111005,110,6288,聯嘉,30.4750,"組織邊界
台灣總公司(聯嘉光電股份有限公司)
地址：350苗栗縣竹南鎮科東一路2號
外倉
地址：350苗栗縣竹南鎮和興路364號",81.4510,"組織邊界
台灣總公司(聯嘉光電股份有限公司)
地址：350苗栗縣竹南鎮科東一路2號
外倉
地址：350苗栗縣竹南鎮和興路364號",111.9260,"組織邊界
台灣總公司(聯嘉光電股份有限公司)
地址：350苗栗縣竹南鎮科東一路2號
外倉
地址：350苗栗縣竹南鎮和興路364號",111.9260,營業額,N,"廢棄物資源再利用：
聯嘉光電的廢棄物管理秉持循環利用為原則，為避免環境衝擊下產生廢棄物無法有效處理，經由源頭分類、製程減廢及回收再利用等作業，減少焚化掩埋之廢棄物量，在廢棄物委外處理上，則以再利用為優先，其次為焚化與掩埋。
經由廠內廢棄物再利用檢視、評估，並與相關單位研擬及處理廠商訪視，提出減量方案：
項目：載帶
產出量（頓／月）：3~4
目前處理方式：焚化
預計處理方式：再利用成塑膠原料
預期效益：每年減少74~98噸CO2e排放量、再生塑膠原料成效由再利用廠商統計
項目：靜電袋
產出量（頓／月）：0.5
目前處理方式：再利用
預計處理方式：維持再利用成燃料棒
預期效益：燃料棒提供發電機燃燒發電，碳排量約為燃煤的三分之一
項目：氣泡袋
產出量（頓／月）：0.364
目前處理方式：資源回收(小氣泡袋)／焚化(大氣泡袋)
預計處理方式：維持資源回收／維持焚化
預期效益：2021年資源回收金額約21,840元／氣泡袋體積減少使清運頻率降低，每年可減136公斤CO2e排放量
項目：料捲
產出量（頓／月）：0.5
目前處理方式：資源回收
預計處理方式：維持資源回收
預期效益：資材人員每日回收重複使用之料捲，預計節省約498,300元/年、2.2021年回收金額33,200元
載帶廢棄物再利用
製程產生大量載帶廢棄物，經檢視、溝通、評估後，找尋再利用廠商將載帶廢棄物由焚化廠焚化轉為再利用生成以循環使用，其效益如下：
1.	每年減少74~98噸CO2e排放量
排放量=每月3~4噸*12/年*排放係數2.06=74~98ton
2.	再生塑膠原料成效由再利用廠商統計
大氣泡袋廢棄物清運頻率降低
原物料材產生氣泡袋廢棄物，經檢視、溝通、評估後由製造部協助割破減少體積，達到降低清運次數之目的，其效益如下：
1.	清運頻率：清運頻率由每月一次減少為每兩個月一次，並增加廠內廢棄物存放空間
2.	CO2排放量：藉由減少運輸產生之CO2，每年約可減少136公斤CO2e排放量
排放量=新竹焚化廠單趟距離17.3km*6次/年*排放係數0.00131=0.1359ton
料捲廢棄物重複使用：
公司內部發料使用之料捲，經篩選後會重複使用多次：
平均每天使用約150~200個(每日使用數量無規律，需視工單而定，部分為第一次重複使用、部分為多次重複使用，小的約100個、中的約50個、大的約50個)
重複使用預估節省費用：　
若料捲為自行購買，粗估3種尺寸成本為：小4.1元、中5.2元、大29.9元，料捲效益：
1.	最多約：每日4.1*100+5.2*50+29.9*50=2,165元，每月47,630元，每年571,560元
2.	最少約：每日4.1*76+5.2*37+29.9*37=1,610元，每月35,420元，每年425,040元
3.	平均約：每日(2,165+1,610)/2=1888元，每月41,525元，每年498,300元"
1111005,110,6405,悅城,4473.1000,110年,343.5050,110年,4816.6050,110年,,,N,無
1111005,110,6409,旭隼,2.4000,"1.旭隼科技在營運過程中所處理的全部固體廢物
2.2021年產生的總廢棄物5,518公噸;使用/回收/出售的廢棄物總量4,966公噸;處置的廢物總量624公噸",624.0000,"1.旭隼科技在營運過程中所處理的全部固體廢物
2.2021年產生的總廢棄物5,518公噸;使用/回收/出售的廢棄物總量4,966公噸;處置的廢物總量624公噸",626.4000,"1.旭隼科技在營運過程中所處理的全部固體廢物
2.2021年產生的總廢棄物5,518公噸;使用/回收/出售的廢棄物總量4,966公噸;處置的廢物總量624公噸",,,ISO 9001 .ISO 4001 .ISO45001 ; 採用ISAE3000及ISAE3410進行確信,"旭隼科技工廠的無害廢棄物，工業區垃圾回收站回饋，廢棄物處理的方式，按材質分為以下四類：
1 主機殼鐵殼：廢鐵壓包、轉賣回收。
2 塑膠：可回收部分轉賣，不可回收部分拉去填埋場處理。
3 紙皮：紙廠回收。
4以上3類之外的其他廢棄物：填埋場處理。
綜上所述：填埋的廢棄物，比例較小，比重約10%；大部分廢棄物被回收利用，比重約90%。"
1111005,110,6412,群電,56.3300,群電東莞廠、群電蘇州廠、群電重慶廠、群電泰國廠,3563.2500,群電東莞廠、群電蘇州廠、群電重慶廠、群電泰國廠,3619.5800,群電東莞廠、群電蘇州廠、群電重慶廠、群電泰國廠,,,ISO 14001,廢棄物減量目標，以2019年為基準年，每年總使用量與公司總產值之比值較前一年度至少降低3%，至2025年預計減少16.7%
1111005,110,6414,樺漢,,"僅母公司
僅母公司
僅母公司",,"僅母公司
僅母公司
僅母公司",233.0000,"僅母公司
僅母公司
僅母公司",,,N,"樺漢科技廢棄物管理採源頭管理作業方式，來源為員工生活垃圾；生活垃圾統一交由大樓管委會負責清運處理，並透過員工教育訓練，達到有效推動減量及分類管理，提高資源再利用性及其資源再生價值化。
(註：估算量依據同仁每天以廢棄物容量裝置之垃圾運收桶量，並區分資源回收(再利用)與非資源回收(焚化)兩類推估，年度廢棄物總量=每日推估量X年度工作天數)
109年: 158,364
110年: 119,568 (YoY -24.5%)
減量目標YoY年減≧1%"
1111005,110,6415,矽力*-KY,0.0000,母公司包含杭州子公司(重要子公司),471.0000,母公司包含杭州子公司(重要子公司),471.0000,母公司包含杭州子公司(重要子公司),2.1900,營業額,N,"廢棄物管理或減量目標： 矽力杰廢棄物可分為不可回收固體廢棄物、可回收固體廢棄物、有害固體廢棄物三類。針對有害廢棄物，定期委由擁有合格許可證的清運及處理廠商進行處理。
大樓各樓層均設有分類投放桶，由物業分類收集處理，後勤部門每月對固體廢棄物的收集、分類、存放、處理進行監督檢查。
1.不可回收的固體廢棄物為食物垃圾及生活垃圾。
2.可回收的固體廢棄物包括金屬零件、廢紙箱、廢木箱、廢塑膠、廢紙等。
3.有害廢棄物包括廢舊日光燈管、廢墨水匣、硒鼓、電子廢物。"
1111005,110,6416,瑞祺電通,0.3800,母公司,1.0000,母公司,1.3800,母公司,0.0004,營業額,N,請詳年報說明
1111005,110,6431,光麗-KY,,,,,,,,,N,減少工業廢棄物產生達一定目標
1111005,110,6438,迅得,0.0000,僅母公司,59.7820,僅母公司,59.7820,僅母公司,0.0000,營業額,N,無資料
1111005,110,6442,光聖,0.0000,僅母公司,44.6610,僅母公司,44.6610,僅母公司,0.0800,工時,N,低於0.1/工時
1111005,110,6443,元晶,,110年新竹廠廢棄物統計,,110年新竹廠廢棄物統計,2452.1700,110年新竹廠廢棄物統計,4.8700,MW,ISO 14001,就整體廢棄物回收或再利用率以達到70%以上為目標
1111005,110,6449,鈺邦,,,,,,,,,N,較前一年度下降5.90%
1111005,110,6451,訊芯-KY,43.4700,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區(廣東省固體廢物環境監管信息平臺),24.3000,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區(廣東省固體廢物環境監管信息平臺),67.7700,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區(廣東省固體廢物環境監管信息平臺),5.4000,萬元產值，2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,N,廢棄物統一集中管理定時找具有相關資質的環保公司回收處理，改善工藝流程減少危廢產生。
1111005,110,6456,GIS-KY,802.9800,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,19231.2600,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,20034.2400,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,,,ISO 14001,以2021年作為基準年，目標於2025年減廢3%，2030年減廢5%
1111005,110,6464,台數科,0.0000,僅母公司,4.3100,僅母公司,4.3100,僅母公司,,,N,目前無
1111005,110,6477,安集,0.6800,20210101-20211231,176.4870,20210101-20211231,177.1670,20210101-20211231,0.7100,噸／員工人數,N,"1.實施載貨棧板回收政策，外觀及強度可再重複使用之棧板，再次使用於產品出貨，增加同一棧板使用率。
2.與供應商合作包材及棧板回收事宜，供應商視數量以一定價格回收泡棉包材及棧板。
3.本公司設定以2019年為基準年，預定在2023年，總廢棄物量以減少25%為目標。"
1111005,110,6491,晶碩,28.0470,晶碩大溪廠及龜山廠,2717.6130,晶碩大溪廠及龜山廠,2745.6600,晶碩大溪廠及龜山廠,0.0000,每百萬單位產品3.70公噸,N,本公司藉由嚴格的分類與管理機制降低對環境的衝擊，廢棄物處理原則以回收再利用為目標。無法回收再利用的部分，會利用破碎等方式進行破壞處理，並進行二次回收再利用。部份廢棄物以焚燒之方式處理，未來將持續努力降低焚燒例，減少污染之產生。
1111005,110,6504,南六,0.0000,110/1/1-110/12/31,186.4700,110/1/1-110/12/31,186.4700,110/1/1-110/12/31,4.0000,原物料,ISO 14001,減量減廢，循環再利用
1111005,110,6505,台塑化,423.0000,母公司,1216709.0000,母公司,1217132.0000,母公司,1.9600,百萬營業額,N,透過源頭分類、製程減廢、回收利用及焚化掩埋四大方向，達到零廢棄物之願景。
1111005,110,6515,穎崴,4.7000,母公司,709.2000,母公司,713.9000,母公司,,,ISO 14001,廢水因委外處理，故列專案製程廢水減量方案，減廢目標28.9%
1111005,110,6525,捷敏-KY,278.0000,包含合併財務報表之子公司,213025.0000,包含合併財務報表之子公司,213303.0000,包含合併財務報表之子公司,0.0387,產品,N,本公司將持續採取相關措施，致力於廢棄物減量。
1111005,110,6531,愛普*,,,,,,,,,N,尚未有具體規劃
1111005,110,6533,晶心科,,包含合併財務報表之母子公司,,包含合併財務報表之母子公司,0.0000,包含合併財務報表之母子公司,,,N,本公司為專業矽智財 (IP) 公司，本身無實體產品，無生產製程作業，故無工業廢水、工業廢氣、毒氣、化學品之虞。
1111005,110,6541,泰福-KY,,,,,,,,,N,公司目前正規畫ESG相關議題量，待明年出具ESG報告將撰寫完整政策
1111005,110,6550,北極星藥業-KY,,,,,,,,,N,無資料
1111005,110,6552,易華電,1796.0748,易華公司,149.5200,易華公司,1945.5948,易華公司,0.0000,產品,N,有關廢棄物減量處理，本公司於原一般事業廢棄物採中間處理的廢棄物中分類篩選出可回收再利用廢塑膠
1111005,110,6558,興能高,,,,,,,,,N,目前無廢棄物管理或減量目標
1111005,110,6573,虹揚-KY,,,,,,,,,N,尚在蒐集中
1111005,110,6579,研揚,3.4330,僅母公司,10.7570,僅母公司,14.1900,僅母公司,14.1900,營業額,N,4%
1111005,110,6581,鋼聯,1900.0000,僅母公司。,116397.0000,僅母公司。,118297.0000,僅母公司。,0.8308,服務,ISO 14001,"鋼聯係100%循環利用之公司，2021年廢棄物總重量為118,297噸，
其中一般事業廢棄物116,397噸，有害事業廢棄物為1,900噸全部皆回爐處理。
一般事業廢棄物主要為旋轉窯碴(R-1207)116,375噸，採用再利用方式將其轉換成有用之資源化產品，
2021年爐碴再利用比率為100%，事業廢棄物再利用率為99.997%。"
1111005,110,6582,申豐,5.0900,母公司,1135.2100,母公司,1140.3000,母公司,0.0085,產品,ISO9001及ISO14001,持續進行工業減廢、廢棄物的預防及減量、資源節約及有效利用、增設乾燥設備，減少廢棄物污泥之產生等
1111005,110,6585,鼎基,0.0000,母公司,268.0000,母公司,268.0000,母公司,268.0000,營業額,ISO 14001,"生活垃圾和事業廢棄物管理
透過員工教育訓練,提升員工行為規範達到有效推動減量及分類管理
各單位皆將廢棄物統一集中於儲存場所"
1111005,110,6591,動力-KY,,,,,,,,,N,無資料
1111005,110,6592,和潤企業,,,,,,,,,N,"1、和潤企業非屬製造業，因為營運過程中所產生的廢棄物以生活廢棄物為主，為減少對環境之衝擊，我們從日常生活中落實垃圾分類及資源回收，並秉持環保3R(Reduce、Reuse、Recycle)，例如對內宣導紙張回收再利用、雙面列印、作業鼓勵數位化、紙類回收水銷循環再造等。
2、推行「5S執行規範」活動，透過Seiri整理、Seiton整頓、Seiso清掃、Seiketsu清潔、Shitsuke教養五種面向，建立員工節省能源與資源回收的日常習慣。"
1111005,110,6598,ABC-KY,,,,,,,,,N,N/A
1111005,110,6605,帝寶,0.0000,僅母公司,122.0000,僅母公司,122.0000,僅母公司,,,N,-1%
1111005,110,6625,必應,,,,,,,,,N,暫無制訂相關政策
1111005,110,6641,基士德-KY,,,,,,,,,N,無資料
1111005,110,6655,科定,,,,,,,,,N,
1111005,110,6666,羅麗芬-KY,0.0000,子公司嘉文麗（福建）化妝品有限公司,47.0000,子公司嘉文麗（福建）化妝品有限公司,47.0000,子公司嘉文麗（福建）化妝品有限公司,0.0410,產品,N,本公司以單位產值之各項排放資料做為衡量之基準，設定保守目標為符合所在地政府相關規範，以及積極目標為每年單位產值排放/使用量下降 3~5%作為公司環境永續目標。
1111005,110,6668,中揚光,127.5300,清運紀錄,91.8800,清運紀錄,219.4100,清運紀錄,0.2400,營業額,N,購買塑料粉碎機， 廠內廢料再造做TRAY盤再利用，減少運輸成本及節能減碳。
1111005,110,6669,緯穎,160.1140,母公司,319.3990,母公司,479.5130,母公司,,,ISO 14001,為有效管理生產及營運過程所產生的廢棄物，委由合格的清運及處理機構進行廢棄物處理程序並依據廢棄物清理法辦理相關數據申報，確保公司運作下所產生廢棄物符合環境、安全及衛生的處理程序。109及110年整體廢棄物回收利用率皆有達到所設定之管理目標60%以上。
1111005,110,6670,復盛應用,104.5700,桃園廠,8133.6800,桃園廠,8238.2500,桃園廠,0.0010,產品,ISO 14001,無
1111005,110,6671,三能-KY,,,,,,,,,N,無資料
1111005,110,6672,騰輝電子-KY,,合併財務報表之子公司生產型廠區,,合併財務報表之子公司生產型廠區,1926.3800,合併財務報表之子公司生產型廠區,0.0003,千元營業額,N,本公司除恪守國際環保標準，研發符合RoHS之產品外，並委託環保署認可之廢棄物處理機構清除廢棄物，及遵行廢棄物清理法維護環境衛生。
1111005,110,6674,鋐寶科技,,,,,,,,,N,"鋐寶科技屬辦公室作業型態，廢棄物為員工生活垃圾；生
活垃圾統一交由園區管委會負責清運處理，並透過員工教育訓
練，達到有效推動減量及分類管理，提高資源再利用性及其資源
再生價值化。"
1111005,110,6691,洋基工程,,,,,,,,,N,本公司積極推動電子化簽核流程，減少紙張的使用，以減輕營運對環境帶來的衝擊。
1111005,110,6698,旭暉應材,0.0000,僅母公司,4.5300,僅母公司,4.5300,僅母公司,,,N,無
1111005,110,6706,惠特,0.0000,僅母公司,129.7690,僅母公司,129.7690,僅母公司,0.0000,營業額,N,"1.落實資源回收區分資源回收與不可回收，減少不可回收廢棄物量。
2.設置資源回收桶，透過相關宣導活動或張貼分類宣導文宣海報等方式進行教育訓練。
減量目標以去年同期(月)減少1%為目標。"
1111005,110,6715,嘉基,,,,,,,,,ISO 14001,廢棄物落實分類
1111005,110,6719,力智,,,,,,,,,N,針對公司產生之一般廢棄物進行分類標示，並委由台元科技園區管理中心清運處理。
1111005,110,6743,安普新,,,,,,,,,N,本公司評估規劃中
1111005,110,6754,匯僑設計,,,,,,,,,N,公司將在2023年揭露永續報告書，目前無資料
1111005,110,6756,威鋒電子,,母公司,,母公司,0.0500,母公司,,,N,每年減少1%
1111005,110,6768,志強-KY,,,,,,,,,N,公司供應同仁午餐均要求自行攜帶餐具，不得使用拋棄式餐具，盡力減少廢棄物。
1111005,110,6770,力積電,6454.3608,力積電各廠區110年產出加總,11333.5513,力積電各廠區110年產出加總,17787.9121,力積電各廠區110年產出加總,0.0135,產品,N,廢棄物再利用率85%
1111005,110,6776,展碁國際,,包含合併財務報表之母子公司,,包含合併財務報表之母子公司,10.1400,包含合併財務報表之母子公司,0.0000,百萬營業額,N,"本公司致力於回收廢棄物、遵守環保法規，並承諾污染預防與持續改善，相關措施如下：
(1)一般垃圾：由同仁自行分類收集後丟棄於回收箱；如為事業廢棄物，則委由專業廢棄物處理業者，集中清運處理。
(2)資源垃圾：資源垃圾均丟棄於回收箱，再由清潔人員二次細項分類。"
1111005,110,6781,AES-KY,,嘉普+兆普,,嘉普+兆普,36.9000,嘉普+兆普,0.0800,噸/人數,N,秉持循環經濟之減量化（reduce），再利用（reuse）和再循環（recycle）3R原則，進行廢棄物管理
1111005,110,6789,采鈺,1273.0000,采鈺新竹廠及中壢廠,781.0000,采鈺新竹廠及中壢廠,2054.0000,采鈺新竹廠及中壢廠,0.1381,公斤／8吋晶圓當量－層,N,單位晶圓委外廢棄物處理量（公斤／八吋晶圓當量－層） 民國111年目標：&LT;0.1公斤
1111005,110,6790,永豐實,0.0000,臺灣紙品工廠：楊梅廠、清水廠,3482.0000,臺灣紙品工廠：楊梅廠、清水廠,3482.0000,臺灣紙品工廠：楊梅廠、清水廠,,,N,本公司貫徹循環經濟原則，持續加強廢棄物回收再利用之技術，力求源頭減量，以降低對環境的衝擊。2021 年台灣區工廠達成零危害性廢棄物產出。
1111005,110,6792,詠業,116.1200,母公司,91.6300,母公司,207.7500,母公司,,,N,規劃廢棄物分類暫存及清運，降低廢棄物清運量。
1111005,110,6796,晉弘,0.0000,110年度,0.0000,110年度,0.0000,110年度,,,N,尚無相關政策
1111005,110,6799,來頡,,,,,,,,,N,無資料
1111005,110,6806,森崴能源,,僅母公司,,僅母公司,8.3180,僅母公司,0.0790,平均每人產生,N,目標以平均每人產生減少3％
1111005,110,6807,峰源-KY,,,,,,,,,N,2.5kg/pcs
1111005,110,8011,台通,,,,,,,,,N,尚未訂定
1111005,110,8016,矽創,,,,,,,,,N,無
1111005,110,8021,尖點,0.0000,僅母公司,88.0000,僅母公司,88.0000,僅母公司,,,N,"為延長產品與包材的生命週期，降低生產過程中原物料與能源消耗，以及廢棄物產生，台灣尖點自2009年開始推動產品及包裝回收再利用計畫，以達到環保再生目的。
「綠色行動計畫」係由業務人員邀請客戶共同參與，並由資材部門統計實際回收數據，定期檢討成效。
截至2021年已有超過30家客戶參與尖點綠色回收計畫，2021年台尖自客戶端回收可再加工之產品及包材總計約809萬個，約佔出貨量之87.1%。未來將持續於公司內外部推動與執行回收行動，尖點以2022年回收率>=85%為目標。"
1111005,110,8028,昇陽半導體,113.9400,僅母公司,1274.8000,僅母公司,1388.7400,僅母公司,0.0002,產品,ISO 14001,單位產品事業廢棄物量較前一年度減少5%以上
1111005,110,8033,雷虎,,110年1月-110年12月,,110年1月-110年12月,7.2000,110年1月-110年12月,0.0001,營業額以仟元計算,N,尚未制定
1111005,110,8039,台虹,278.5350,母公司,1412.5960,母公司,1691.1310,母公司,0.0471,產品,N,"本公司生產活動所產生廢棄物可分為兩類：一般事業廢棄物與有害事業廢棄物。廢棄物清運皆依循廢棄物相關法規辦理，並委託合格清除處理廠商處理，且每年定期對有害事業處理廠
進行工廠現地查核，確認廢棄物有被妥善處理。對於可再利用廢棄物則回收再利用，有害性事業廢棄物則提高自行處理能力減少有害廢棄物委外處理，以降低營運成本、減少對環境的衝擊。"
1111005,110,8046,南電,5135.0000,母公司,17342.0000,母公司,22477.0000,母公司,30.0000,噸/百萬營業額,N,"1.可燃垃圾源頭減量推動。
2.廢液回收循環使用推動。
3.廢棄物分類再利用推動。"
