出表日期,報告年度,公司代號,公司名稱,使用率(再生能源/總能源),資料範圍,取得驗證,提升能源使用效率政策,使用再生物料政策
1111005,110,6164,華興,,,N,智能操作，節能產品,無
1111005,110,6165,浪凡,,,N,無,無
1111005,110,6166,凌華,,,N,目前暫無擬定該政策,目前暫無擬定該政策
1111005,110,6168,宏齊,,,N,無資料,無資料
1111005,110,6176,瑞儀,3.0000,台灣與中國大陸製造廠區,N,"透過集團製造中心設備處，設定節能管理目標。並於2025年達到瑞儀永續發展目標「集
團能資源較2018年減少20%」。","1.真空成型盒
瑞儀光電背光模組使用光學級塑膠粒製成，為顧及光學品質，較難採用再生原料，但
仍盤點於製程中可以使用再生原料之項目。吳江廠自製真空成型盒，用於裝載產品出
貨之用，並於製造過程中添加破損之真空成形盒作為再生原料。2019至2021年共添
加1,818公噸，藉由減少新料之使用，在廠內進行循環利用，達到資源減量之目的。
2.包材回收利用
一直以來，瑞儀光電都將「包材回收」列為綠色運籌中的管理重點，透過與供應商及
客戶的溝通，共同達成包材高回收率的目標。運籌部門每月檢視各廠區的回收狀況，
若未達回收目標將請業務及客服協助確認客戶端佔用狀況，跟催客戶端即時退出包
材，以利提高包材週轉使用率，近年來回收成效皆達96%以上。"
1111005,110,6177,達麗,,,N,規劃中,規劃中
1111005,110,6183,關貿,,,N,"1.汰換老舊設備，改為環保節能之設備
2.逐年增加綠色採購金額
3.每年減少2%溫室氣體排放",因本公司為資訊服務業，未製造實體產品，無使用物料之需求
1111005,110,6184,大豐電,,,N,實施空調節能，公司採用LED燈，中午熄燈等方式,纜線回收再利用
1111005,110,6189,豐藝,,,N,本公司厲行節能減碳措施，除更換成高效率燈具；並推動無紙化作業。,不適用
1111005,110,6191,精成科,,,N,持續各項節能減碳措施，例如設備改用空耗比低新型機器、更換高效LED節能燈管、採購節能環保設備、對員工進行節約用電培訓、增加綠色能源的使用比例,無
1111005,110,6192,巨路,,,N,無資料,無資料
1111005,110,6196,帆宣,22.6000,母公司-南科廠區,N,有效利用資源,有效利用資源
1111005,110,6197,佳必琪,,,N,無,無
1111005,110,6201,亞弘電,,,N,等完成溫室氣體盤查後在規劃相關管理政策,等完成溫室氣體盤查後在規劃相關管理政策
1111005,110,6202,盛群,,,N,本公司致力提升各項資源之利用率，以污染預防及持續改善為發展基本架構，研發節能、省碳之綠色概念產品、改善技術降低環境衝擊、導入綠色供應鏈，落實環保教育，珍惜水資源，維護美好地球。,依據產品類別、出貨地區、產品數量及客戶要求，規劃最少量包裝限度，以有效減低包裝材料及資源浪費，另將包裝材料規格統一化訂定於「成品倉庫包裝材料規格規範」，要求同仁落實執行。有關辦公、實驗之相關用電設備，以環保節能標章優先採購。
1111005,110,6205,詮欣,0.0000,母公司,N,空調設備保持恆溫26度，規劃使用節能燈具及公務車採購以電動車為主,無資料
1111005,110,6206,飛捷,,,N,"1.更換內湖總部全數空調由R22更換為較環保之R410-A，在相同條件的運行範圍下，壓縮機耗電更少，效率比更高。
2.使用模組化共用設計、使用可回收再利用的產品材料、對環境衝擊最小及最節省能源的製程與產品，例如加強物理散熱功能，採用無風扇的設計或低耗能的GPU以達到節能省電的綠色設計。
3.工廠機台馬達運轉控制最佳化，以最有效率的方式運轉馬達，以達到減少電力使用的目標，進而減少能源浪費及溫室氣體的產生。
4.持續舉辦各樓層的節電競賽，一方面能降低能源的使用以及環境汙染，另一方面讓同仁養成好的使用能源習慣，進一步在生活中做好節能減碳。
5.在各樓層電視牆持續播放節電宣導影片，推廣各種生活中節電的方法，以及節約能源的重要性。","1.包裝紙箱使用再生材料
2.產品可回收及重複利用物料達98%
3.規劃以紙包材替換EPE材料"
1111005,110,6209,今國光,,,N,積極評估導入節能設施及設備,評估中
1111005,110,6213,聯茂,,,ISO 50001,"能源政策:1.符合法規,採購節能產品 2.改善能源績效,提升能源效率 3.審查能源目標,全員參與減碳 4.落實能管系統,建構永續企業",無資料
1111005,110,6214,精誠,1.3000,僅母公司,ISO 50001,導入能源管理系統，分析能源使用效率,提升回收紙使用
1111005,110,6215,和椿,0.0000,台灣全部公司,N,訂定每年節省能源目標，並致力達成。逐步汰換耗能電器改用節能電器。,無資料
1111005,110,6216,居易,,,N,本公司積極規劃與推動節能減碳、溫室氣體減量、減少用水及廢棄物管理之方案與執行，使節電成果、用水減量及廢棄物減少績效顯著達到節能減碳及溫室氣體減量。,本公司訂定有「綠色產品作業管理辦法」，以期生產的產品能符合綠色產品相關條約與要求。
1111005,110,6224,聚鼎,,,N,無,無
1111005,110,6225,天瀚,,,N,辦公室用品選用環保再生製品,辦公室用品選用環保再生製品
1111005,110,6226,光鼎,,,N,無資料,無資料
1111005,110,6230,尼得科超眾,,,N,"公司所使用之能源以台電供應為主，少量用於公務車與運輸車輛的汽油及堆高機的柴油。
過去長期以製程管制的手法，降低因製程等待所產生的耗能，近年加大推動製程設備節能、持續導入空調節能、空氣壓縮機採用微電腦控制，主機隨用氣量負載之大小作加機及減機運作。提升效能及製程優化管理方案，持續推動各項節能措施與管理方案，減少耗能及對環境的衝擊。",結合原物料上、下游供應鏈夥伴關係，共同降低產品對環境的各種衝擊，減少產品所消耗的資源與污染物，致力提高原物料使用效率以及降低包裝與出貨所需材料使用量。
1111005,110,6235,華孚,,,N,目前尚未訂定。,目前尚未訂定。
1111005,110,6239,力成,0.0000,"1. 2022年H2已規劃建置太陽能光電系統。
2. 2025年底前購買10%再生能源電力及憑證。",ISO 50001,實踐節能減碳措施，包括改善耗能設備能源效率及汰換老舊設備等；並且所有廠區取得節能管理系統(ISO50001)之認證，持續進行能源管理；另外，支持採購影響能源績效之節能產品與服務,擬定再生能源政策，除了自行建置發電設備外，亦向再生能源發電業者或售電業者購買，透過台電電網轉供至廠區內使用，所購買的綠電數量則透過國家再生能源憑證中心認證並取得綠電憑證，逐步提高再生能源使用比率
1111005,110,6243,迅杰,,,N,無資料,無資料
1111005,110,6257,矽格,0.0000,矽格-北興 中興 湖口廠區,N,"積極推動各項能源措施，選用高能源效率及節能設計之設備，
降低企業及產品能源消耗，並擴大再生能源的使用，
使能源使用效率最佳化","規劃設置再生能源發電設備(太陽能板)及採購綠電，
以逐年提升再生能源使用效率"
1111005,110,6269,台郡,,,N,"1.汰換低效率冰水主機提高節電效率。
2.逐步將耗能馬達汰換為高效能馬達。
3.將無塵室溫度調整至23度。
4.將冰水主機出水溫度提升1度。
5.同步導入線上用電量監控機制，控管產線在未生產時的用電配置。",台郡科技預計於2022年實行採購再生金鹽計畫，已規畫與具有UL 2809 再生材料含量驗證之貴金屬精煉業合作，將製程中所產生之金廢液，交由精煉業進行回收及再製，再製後再售回台郡科技，回流生產製程使用，以達材料再生、循環利用。
1111005,110,6271,同欣電,0.0255,母公司,N,節電率>+1%,無
1111005,110,6277,宏正,,,N,公司所使用之能源以台電供應為主，過去長期以製程管制的手法，降低因製程等待所產生的耗能，近年加大推動製程設備節能、持續導入空調節能提升效能及製程優化管理方案，持續推動各項節能措施與管理方案，減少耗能及對環境的衝擊。,結合原物料上、下游供應鏈夥伴關係，共同降低產品對環境的各種衝擊，減少產品所消耗的資源與污染物，致力提高原物料使用效率以及降低包裝與出貨所需材料使用量。
1111005,110,6278,台表科,,,N,無資料,無資料
1111005,110,6281,全國電,,,N,無資料,無資料
1111005,110,6282,康舒,0.0000,2021年康舒科技股份有限公司永續報告書,ISO 50001,"能資源政策：
．因應氣候變遷風險，創造潔淨能源環境。
．達成節能減碳目標，減少溫室氣體排放。
．落實能源管理系統，提升能源使用效率。
．管理與節約水資源，創造循環使用效益。
．珍惜各項天然資源，降低資源使用成本。
．滿足客戶法令要求，建構永續的價值鏈。","能資源政策：
．因應氣候變遷風險，創造潔淨能源環境。
．達成節能減碳目標，減少溫室氣體排放。
．落實能源管理系統，提升能源使用效率。
．管理與節約水資源，創造循環使用效益。
．珍惜各項天然資源，降低資源使用成本。
．滿足客戶法令要求，建構永續的價值鏈。
環安政策：
．強化環安管理系統；嚴格遵循國家政策。
．致力超越法規標準；用心做好污染防治。
．全面推動源頭減廢；落實產品環保要求。
．支持廠商推動環安；協力改善環安品質。
．實施員工環安訓練；敦親睦鄰回饋社會。
．確保達成環安承諾；全力創造寰淨企業。"
1111005,110,6283,淳安,,,N,NA,NA
1111005,110,6285,啟碁,0.0000,WNC全據點,ISO 50001,WNC制定環境安全衛生暨能源管理政策，其包含遵循政府法令及國際趨勢、製造綠色產品、提升能源使用效率及採購具改善能源績效之產品。,無資料
1111005,110,6288,聯嘉,,,N,"2021年臺灣總部節能措施與估算節約量
節能措施：製程優化3528-14R高密度支架
具體作為：透過優化點膠治具與新增及優化點膠程式。
節約量：原每日最大產量：134.4 K，提升至每日最大產量： 268K
達成情形：已達成
節能措施：新增變頻式空壓機
具體作為：將原製程使用的定頻式空壓機改由新增變頻式空壓機供應。
節約量：節約237,250KWH/年
達成情形：已達成
節能措施：汰換真空式乾燥機
具體作為：將原製程使用的吸附式乾燥機改由真空式乾燥機供應。
節約量：節約43,800KWH/年
達成情形：已達成
備註: 空壓機及乾燥機的資料來源來自電表實際抄表。",無，不適用。
1111005,110,6405,悅城,,,N,無,無
1111005,110,6409,旭隼,80.0000,"1.旭隼科技主要業務為不斷電系統、太陽能產品、儲能系統、變頻器、電動車充電樁等產品
2.旭隼科技產品壽命結束後，再使用或者再生利用率均超過80%，可回收利用率均超過70%，符合歐盟WEEE指令的最新要求。
3.請參閱本公司ESG報告及TCFD報告",ISO14607; 採用ISAE3000及ISAE3410進行確信,"1.旭隼科技自身營運耗用之能源(範疇一及範疇二)，絕大部分都為公司營運所需之外購電力(＞99 ％)，且均為所在地區之市政供電。2021年總非再生能源耗能21,742百萬瓦時
2.所開發的新產品主要是更高效能的混合性逆變器以及太陽能逆變性，其本身就可協助使用者節能減碳。
3.降低能源消耗、降低水消耗、減少廢物產生、減少溫室氣體排放、減少污染、降低原材料消耗或提高產品耐用性/壽命。
2021年能源效率：298,920公噸CO2e / 再生能源：466,390公噸CO2e","1、原材料或零組件盡可能在地採購。
2、持續達成原物料100％符合歐盟危害性物質限制指令以及歐盟關於化學品註冊、評估、許可法案關於所含高關注物質規範。
3、再使用或者再生利用率均超過80%，可回收利用率均超過70%，符合歐盟WEEE指令的最新要求。"
1111005,110,6412,群電,3.4100,使用太陽能發電與購買綠電憑證,ISO 50001,更換老舊空壓機、空調箱控制節能、使用智慧建築系統進行能源控管,電源供應器產品使用PCR比例為19.9%
1111005,110,6414,樺漢,,,N,"汰換老舊電梯，並採分層控制以減少電力耗能支出。
辦公區域內全面進行節能空調管理，冷氣溫控面板統一設定不低於26度，並宣導夏季以外季節不開空調，環保又健康。
汰換老舊空調冷水主機及管線，每年清洗濾網及保養主機，維持設備效能減少電力耗損。
春節及連續假期期間，提醒各單位關閉所有不必要電源並將插頭拔除。
鼓勵同仁出差及上下班通勤搭乘大眾交通工具或者響應共乘。
遠端服務取代實地現場服務，減少運輸移動之溫室氣體排放。
鼓勵員工在上兩層、下兩層以內的距離步行樓梯，減少電力能源使用量。
中央系統冰水主機三、四、五、六樓供四台並聯使用，以達節約用電之目的。
推動導入ISO 50001:2018，並通過驗證，以展開系統性的節能減碳工作。","樺漢科技致力於降低各項資源之消耗，並使用對環境負荷衝擊低之再生物料，例如:辦公室用紙優先使用回收紙，紙張更要求須雙面使用，使地球資源能永續利用。
辦公室垃圾分為一般垃圾及資源回收，垃圾清運由大樓管理委員會委由民間公司處理，同時也鼓勵同仁使用環保杯及餐具，以減少垃圾產生。
廢資訊設備、碳粉匣等由廠商統一回收。
影印機旁設置回收紙專區，讓同仁重複使用單面廢紙，以減少紙張用量。
致力落實無紙化，善用電子資訊系統，取代傳統紙本應用。
宣導雙面列印或採多頁合一，節省紙張及碳粉用量。"
1111005,110,6415,矽力*-KY,0.0000,母公司包含杭州子公司(重要子公司),N,"矽力杰重視能源管理，能源管理措施如下：
1. 幕牆採用隔熱金屬材料，玻璃採用LOW-E中空玻璃，外牆及屋面均採用保溫隔熱措施
2. 熱水採用太陽能平板式集熱器
3. 採用LED燈泡
4. 設置熱回收裝置
5. 分段照明
6. 空調耗能管控","使用再生物料政策： 本公司致力於提升各項資源之利用效率，並使用對環境負荷衝擊低之再生物料，使地球資源能永續利用。針對環境管理，採用預防為主、防治結合、綜合治理等原則，並致力於推行綠色環保及節能減碳相關行動；實行污染物達標排放和污染物總量控制的原則。另外，依循ISO 14001環境管理框架，建立內部管理制度。該制度包括下列項目：
1.收集與評估營運活動對自然環境所造成影響之資訊。
2.建立可衡量之環境永續目標，並定期檢討其發展之持續與相關性。
3.訂定具體計畫或行動方案等執行措施，定期檢討其運行之成效。"
1111005,110,6416,瑞祺電通,,,N,請詳年報說明,請詳年報說明
1111005,110,6431,光麗-KY,,,N,減少超額能源使用,增加可回收材質之物料使用
1111005,110,6438,迅得,,,N,無資料,無資料
1111005,110,6442,光聖,,,N,無資料,無資料
1111005,110,6443,元晶,0.0000,廠區用電來源為台電，廠區太陽能光電售於台電無列入,N,推廣再生能源與資源永續利用以提升環境績效,推廣再生能源與資源永續利用以提升環境績效
1111005,110,6449,鈺邦,,,N,積極推動各項能源減量措施，選用高能源效率及節能設計之設備，降低企業及產品能源消耗，使能源使用效率最佳化,在綠色製造上，減少不必要之資源浪費、尋求廢棄物減量及再利用技術開發；在價值鏈上下游，共同努力包材之回收共用；另在產品上，努力於對環境負荷衝擊低之再生物料使用測試，讓循環經濟效益極大化。
1111005,110,6451,訊芯-KY,2.2700,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,ISO 50001,太陽能光伏發電,回收用水
1111005,110,6456,GIS-KY,0.0000,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 50001,"1. 通過集團的節能專案申報，各廠區提出節能專案，專項節能，提升能源使用效率；
2. 2022年建立標準線，對線體能耗進行監控，最大優化能耗結構。","1. 2019開始針對可回收之塑膠Tray盤進行回收再利用，以減少塑料消耗。
2. 2022年更進一步針對可塑膠類材料 (Tray盤、保護膜等)進行回收再生料導入。"
1111005,110,6464,台數科,,,N,目前無,目前無
1111005,110,6477,安集,,,N,"因應製程為少量用水，節約用水政策著重於員工日常用水，就員工日常落實宣導節約用水、更換省水馬桶。
節約用電政策除更換節能照明設備及空調外，並落實宣導員工節約用電觀念，並限制員工於上班時間若非必要，儘量走樓梯並減少搭乘電梯。","1.實施載貨棧板回收政策，外觀及強度可再重複使用之棧板，再次使用於產品出貨，增加同一棧板使用率。
2.與供應商合作包材及棧板回收事宜，供應商視數量以一定價格回收泡棉包材及棧板。"
1111005,110,6491,晶碩,,,N,"本公司致力於提升電力、水、紙張等之利用效率，並藉由改善產品設計、製程和包裝，減少營運對環境的衝擊。
民國一一○年本公司每單位產品用電較基準年一○八年下降41.7%、較前一年度下降21.6%，且民國一一一年目標較前一年度再下降1%。",本公司民國一一○年研發將下腳料再製成生產耗材，積極推動資源再利用及循環經濟，預期民國一一一年將回收使用超過20萬公斤之下腳料。
1111005,110,6504,南六,,,N,建立溫室氣體資料庫，生產機台節能，綠建築廠房,"加強回收廢塑膠,包裝材料，利用再生物料產製塑膠類在生產"
1111005,110,6505,台塑化,0.0000,母公司,N,本公司長期投入AI製程優化，深耕環保改善，由製程優化、循環經濟等面向著手，力求提升資源利用效率並緩解環境影響。近年因應環保趨勢，進一步規劃節能減排路徑，尋求更積極、全面的環境作為，其中包含綠色工廠、綠色能源及綠色創新三大面向。,結合循環經濟與綠色製程趨勢，持續提升生產效率及產品價值，並藉由潔淨能源投資提高能源使用效率，達成環境友善之願景。
1111005,110,6515,穎崴,,,N,無資料,無資料
1111005,110,6525,捷敏-KY,,,N,無資料,無資料
1111005,110,6531,愛普*,,,N,尚未有具體規劃,尚未有具體規劃
1111005,110,6533,晶心科,,,N,不適用,不適用
1111005,110,6541,泰福-KY,,,N,公司目前正規畫ESG相關議題量，待明年出具ESG報告將撰寫完整政策,公司目前正規畫ESG相關議題量，待明年出具ESG報告將撰寫完整政策
1111005,110,6550,北極星藥業-KY,,,N,無資料,無資料
1111005,110,6552,易華電,,,N,配合能源局要求每年進行節電1%，廠內舊型泵浦逐步汰換成IE3等級以上之節能泵浦，照明光源全面汰換成高效能Led燈具。,採用企業資源規劃系統作業，以及紙張使用雙面列印以減少紙張使用，進而符合少紙化、減少垃圾量等政策實施。
1111005,110,6558,興能高,,,N,目前無提升能源使用效率政策,目前無使用再生物料政策
1111005,110,6573,虹揚-KY,,,N,未有使用再生能源,未有使用再生能源
1111005,110,6579,研揚,,,N,NA,NA
1111005,110,6581,鋼聯,1.5661,僅母公司。,N,"鋼聯於2018~2021年執行「焦炭能源效率改善方案」，利用調整鹼基度適時增加污染土壤再利用量，
操作處理中逐步慢慢調降焦炭投入量、降低焦炭與集塵灰投入配比，使得窯內反應趨於平衡穩定操作，
每噸處理量之焦炭使用量從2017年的303公斤，大幅下降至2021年的192公斤，累積減量幅度高達37%。
鋼聯並於2021年9月開始使用固體再生燃料(SRF)作為輔助燃料，約可取代20~25%粗焦炭，
且不影響產能及品質，使用量約455公噸，約可減少1,252噸CO2e溫室氣體排放。","鋼聯原料投入為集塵灰及污土，產出粗氧化鋅及爐碴，
爐碴經子公司台鋼資源轉換為資源化產品，原料100%循環再利用。
鋼聯新增焚化飛灰再利用取代副原料石灰及消石灰，可減少原物料開採及依賴；
新增具熱值廢棄物及固體再生燃料(SRF)產品再利用取代燃料焦炭，可減少物料焦炭使用量。
藉由上述廢棄物取代之效益，除可降低溫室氣體排放，亦可大幅減少碳足跡排放。"
1111005,110,6582,申豐,,,N,持續改善設備製程：製程冰水主機，汰舊換新1部、冷卻水塔更換節能葉片，省電10%、電容器維護提升功率因數達台電回饋標準80~95%,評估規劃中
1111005,110,6585,鼎基,,,N,"1.老舊機台汰換,並更換高效率變頻設備
2.設定設備啟停時間,運轉時間
3.調整部分設備於離峰時間運轉",無資料
1111005,110,6591,動力-KY,,,N,無資料,無資料
1111005,110,6592,和潤企業,,,N,為推動辦公環境與營業據點的能源節約觀念，向所有員工宣導下班實行「過三關：關電腦、關電燈、關冷氣」檢查、午休辦公場所關燈、辦公室空調常態訂定26度等，以達企業與環境的永續發展。,秉持資源循環再利用的理念，公司所有紙類回收並進行水銷作業循環再造，將二手電腦/辦公家具再生，捐贈予偏遠學校及弱勢團體，時時以資源活化、永續利用為考量。
1111005,110,6598,ABC-KY,,,N,N/A,N/A
1111005,110,6605,帝寶,0.0000,0%,N,"逐步汰換老舊耗能設備,落實重大能源設備管控,提高生產能源使用效率,教育訓練有效管理並朝向節能目標發展",無
1111005,110,6625,必應,,,N,暫無制訂相關政策,暫無制訂相關政策
1111005,110,6641,基士德-KY,51.0000,合併報表之子公司之一-川源(中國)平湖廠區,N,除了公司內部推動隨手關燈節能省電、辦公E化及紙張二次使用等措施，致力於降低對環境的負荷。,無資料
1111005,110,6655,科定,,,N,,
1111005,110,6666,羅麗芬-KY,,,ISO 50001,"(1)採購設備時在滿足功能的前提下考慮並選擇低能耗設備，日常使用過程中儘量滿足經濟運行原則。
(2)建立能源管理體系，規範公司能耗管理。
(3)關注用能關鍵特性，制定管理措施，定期落實日常點檢與維護。
(4)配置總用能及次級能耗區域計量設備，安裝線上監測系統，定期統計分析。
(5)日常辦公用能管理:明確低於26攝氏度不得使用空調，“人走燈關”。","(1)原料研究開發當地易獲取的植物提取物(如:水仙花項目) 。
(2)內外包材開發選擇易降解的產品，套盒包裝設計逐漸簡化，減少過度包裝。
(3)紙箱及文宣材料回收統一處置，宣導紙張雙面使用。
(4)新建3號廠房規劃節能路燈及頂層安裝太陽能，充分利用自然資源。"
1111005,110,6668,中揚光,,,N,藉由污染預防、資源再利用、節能及使用低危害原物料，保護環境與節能減碳。,藉由污染預防、資源再利用、節能及使用低危害原物料，保護環境與節能減碳。
1111005,110,6669,緯穎,,,ISO 50001,(1)發展節能減碳產品與技術，實現低PUE、高節能目標。(2)強化能源部署，評估能源取得多樣化，維持營運韌性與彈性。(3)導入ISO 50001改善能源績效，使能源有效利用。,(1)產品導入再生塑料。(2)包材提升再生料使用比例
1111005,110,6670,復盛應用,4.8000,桃園廠,N,創造企業能源價值，建立節能美德文化。,無
1111005,110,6671,三能-KY,,,N,無資料,無資料
1111005,110,6672,騰輝電子-KY,,,N,廠內運轉設備更新:使用較低耗能或變頻設備、裝設太陽能發電系統或使用回收水等。,質管理要求及符合不使用剛果民主共和國衝突區域礦產
1111005,110,6674,鋐寶科技,,,N,目前尚未建立相關機制,目前尚未建立相關機制
1111005,110,6691,洋基工程,,,N,無資料,無資料
1111005,110,6698,旭暉應材,0.0000,僅母公司,N,無,無
1111005,110,6706,惠特,,,N,本公司致力於提升各項資源之利用效率，例如執行垃圾分類及資源回收，委託合格廠商回收各類廢棄物，另推動電子化公文的傳簽，文書用紙盡量雙面使用及回收紙張再利用，以減少紙張用量，及鼓勵自帶餐具等，以降低對環境之衝擊。,不適用
1111005,110,6715,嘉基,,,N,無資料,無資料
1111005,110,6719,力智,,,N,暫無訂定相關政策,暫無訂定相關政策
1111005,110,6743,安普新,,,N,本公司將持續推動節能減碳措施，包含隨手關閉不使用之電源，空調設定合理溫度、有效運用水資源、使用電子簽核減少用紙量及確實執行垃圾分類降低垃圾量等方式，善盡企業社會責任，以達企業永續經營及守護地球之目標。,本公司評估規劃中
1111005,110,6754,匯僑設計,,,N,公司將在2023年揭露永續報告書，目前無資料,公司將在2023年揭露永續報告書，目前無資料
1111005,110,6756,威鋒電子,,,N,"本公司秉持節省能源及保護環境之理念，致力於源頭改善，產品開發設計以低功耗節能為核心，另新舊世代產品可以相容替代，來達成相關原物料減量及廢棄物減量目標，以降低對環境之衝擊。
本公司亦實施辦公室午休時間關燈、裝設具無人感測裝置之燈具，可節省照明10 %用電量。",本公司產品之包裝材料與型錄等皆使用符合環保材質之環保回收紙與環保油墨等以降低環境污染。
1111005,110,6768,志強-KY,,,N,台灣母公司僅有辦公大樓，並無生產活動，辦公區盡力使用節能燈具及節能電器產品。,台灣母公司僅有辦公大樓，並無生產活動。公司供應同仁午餐均要求自行攜帶餐具，不得使用拋棄式餐具。
1111005,110,6770,力積電,0.0000,母公司,ISO 50001,每年用電持續節能減碳1%以上。,無資料
1111005,110,6776,展碁國際,0.0000,僅申報公司,N,"提高能源使用效率， 減少能源無謂浪費
遵守能源管理法規， 落實節能改善行動
優先採購節能產品， 支持綠色節能設計
強化宣傳節能意識， 持續改進能源績效",無資料
1111005,110,6781,AES-KY,,,N,"節能減碳政策：
1.遵循能源法令規章
2.強化全員溝通機制
3.&#63768;實能源管&#63972;系統
4.持續提昇能源績效",略
1111005,110,6789,采鈺,3.3665,采鈺新竹廠及中壢廠,ISO 50001,依本公司「能源審查鑑定作業辦法」，評估各種能源使用及消耗的狀況，找出其重大能源使用之標的，訂定節能管理方案，推行並驗證成效，定期監督與量測能源管理績效。,采鈺公司積極推動資源循環策略，與供應商持續合作研究開發新的資源回收技術，進行電子級物料及化學品回收再生使用計畫，以減少物料使用，落實循環經濟。
1111005,110,6790,永豐實,,,ISO 50001,"本公司積極推展各項能源減量措施，包括：
1.參與台電需量反應負載管理措施，自主減少用電
2.計畫性更換用電量高的馬達等設備
3. 每年節電1%
在台灣的紙品生產工廠全數依循ISO50001建立能源管理系統及持續通過第三方驗證，2021年節能成效為1,669千度，較2020年324千度增加415%。","為確保永續的生產模式，本公司秉持著循環經濟，讓資源永續再利用的理念，強化各項廢棄物管理，確保資源再利用，如：我們將製程餘料製作成替代燃料，推動鍋爐SRF混燒計畫，達到減少化石燃料使用及廢棄物減量之雙重目的。工廠使用的紙漿、製程品之殘捲、裁邊紙，全數皆能回到製程再利用，不再委外清運。
為降低對環境的負荷衝擊，本公司主要採購項目以FSC&#8482; 森林管理委員會認證的紙漿為大宗，並持續加強廢棄物回收再利用之技術，以降低對環境的衝擊。本公司已連榮獲環保署認證綠色採購推廣績優廠商。"
1111005,110,6792,詠業,,,N,"1.將詠業詠榮廠區傳統燈具更換為發光效率較高之LED燈具。
2.全廠區空壓管線查漏，並修改為金屬硬管傳輸壓縮氣體。",無
1111005,110,6796,晉弘,,,N,尚無相關政策,尚無相關政策
1111005,110,6799,來頡,,,N,無資料,無資料
1111005,110,6806,森崴能源,0.0000,僅母公司,N,預計規劃購買綠電來提高再生能源使用率,本公司為能源服務業，故不適用
1111005,110,6807,峰源-KY,,,N,每年提升10%,拓展太陽能的使用率，減少不可再生能源的使用。
1111005,110,8011,台通,,,N,尚未訂定,尚未訂定
1111005,110,8016,矽創,,,N,無,無
1111005,110,8021,尖點,1.0000,僅母公司,N,"尖點以產品生命週期思維基礎，融入降低環境衝擊、提高能源使用效率等原則發展產品，成為客戶之低碳、環境友善及永續價值鏈的最佳夥伴為終極目標。
尖點持續利用製程改善及生產設備優化的方式，持續汰換高耗能設備，降低能源使用，包括汰換螺旋式空壓機、吸附式乾燥機汰換、改用LED照明、廠區隔熱系統更換等，自2014年以來，節省電力超過100萬度，約當減少50萬噸CO2e排放。",2021年台灣尖點廢棄物總量為88公噸，較基準年降低了13.1%。我們秉持4R原則（Reduce、Reuse、Recycle、Replace），針對廢棄物可再利用資源加以回收，並從源頭管理以禁用、替代或減少使用對環境影響之物質，以達成由源頭減量，並進而達到減廢的目的。
1111005,110,8028,昇陽半導體,,,N,能源的使用不僅會消耗地球資源，亦會因為二氧化碳的排放造成溫室效應。為落實節能減碳，本公司遵循ISO 50001能源管理系統條文的運作模式深植製造營運作業中，不僅能有效減緩公司對環境能資源的耗用，並且在能資源成本上也得到良好的控制。,NA
1111005,110,8033,雷虎,,,N,尚未制定,尚未制定
1111005,110,8039,台虹,0.0000,母公司,N,本公司積極推動各項能源減量措施，在綠色製造上，減少不必要之資源浪費、尋求廢棄物減量及再利用技術開發；在價值鏈上下游，共同努力執行包材之回收共用。,"在產品上，努力於對環境負荷衝擊低之再生物料使用測試，讓循環經濟效
益極大化。透過製程原料回收、廢棄
物減量技術及循環產品之設計販售，創造循環價值。"
1111005,110,8046,南電,0.0000,母公司,N,使用高效率馬達,包裝材(tray盤)導入回收品
1111005,110,8070,長華*,12.6500,包含合併財務報表之母子公司,N,公司透過多面向的努力來達成環保節能，採階段性的推動節電措施， 短期內將既有冷氣機改為中央空調系統、廠區全面更換LED照明設備、廠區周邊設置感應式LED投射探照燈照明、人行道採用感應式景觀地燈、設備採購考量納入以能源效率高設備、節能等級1級為優先選用，也將陸續汰換舊有耗電設備，如空壓機、冰水主機等。中長期規劃，將增設中央監控系統管控公用設備能耗，並持續導入最新節能技術，以提升製程及公用設備效率。,公司為地球暖化而配合政府政策發展太陽能發電產業，設置太陽能發電設備案場，目前總量為7.8MW，110年度總發電量約942萬度。
1111005,110,8072,陞泰,,,N,無資料,無資料
1111005,110,8081,致新,,,N,推動外包生產工廠各項能源減量措施，選用高能源效率及節能設計之設備，降低企業及產品能源消耗,已訂定相關環境考量面管理程序，使用原物料均符合歐盟之ROHS、REACH法規
1111005,110,8101,華冠,,,N,宣導員工養成隨手關燈、關閉電源之習慣、午休時間關燈一小時、鼓勵同仁走樓梯，減少電梯使用。,將充分檢討製程，確認是否有可採用再生物料
1111005,110,8103,瀚荃,,,N,生產端推動逐步汰換老舊設備，更換節能設備並提升自動化生產線；日常生活推動環保與節能措施，如照明及空調節能，及推動綠色辦公室低碳生活。,重複使用、製造再利用生產材料，減少能源及原料耗用
1111005,110,8104,錸寶,0.2000,母公司-錸寶,N,"無資料
無資料",無資料
1111005,110,8105,凌巨,,,N,NA,NA
1111005,110,8110,華東,,,N,逐步更換耗能的公用設備,本公司之產品無法使用再生物料，故無再生物料政策
1111005,110,8112,至上,,,N,無。,無。
