出表日期,報告年度,公司代號,公司名稱,範疇一排放量(噸CO2e),範疇一資料邊界,範疇一取得驗證,範疇二排放量(噸CO2e),範疇二資料邊界,範疇二取得驗證,範疇三排放量(噸CO2e),範疇三資料邊界,範疇三取得驗證,溫室氣體排放密集度(噸CO2e/單位),溫室氣體排放密集度單位,溫室氣體管理之策略、方法、目標
1111005,110,1213,大飲,693.7300,僅母公司,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司為因應氣候變遷，陸續建立各項制度並同時強化宣導，針對提高能源使用效率及改善溫室效應盡一份心力。
(二)企業溫室氣體排放量減量目標
本公司對於溫室氣體排放量減量目標正在規劃中，尚無確切數據。
(三)企業溫室氣體排放量減量之預算與計畫
目前無此項目之計算。
(四)企業產品或服務帶給客戶或消費者之減碳效果
目前無此項目之檢視。
"
1111005,110,1215,卜蜂,45272.0000,南投肉食品加工廠、台中飼料廠、高雄飼料廠,N,39870.0000,南投肉食品加工廠、台中飼料廠、高雄飼料廠,N,,,N,7.0000,南投肉食品加工廠:7.0噸CO2e/百萬營收 ; 飼料廠:0.0267噸CO2e/產量(噸),"(一)企業對於因應氣候變遷或溫室氣體管理之策略
配合政府相關氣候變遷規範進行溫室氣體盤查及查證。
(二)企業溫室氣體排放量減量目標
1.公司目前正在建置太陽能設備，進而提升再生能源之使用。
2.建置新設備，減少廢棄物產出，並提高廢棄物再利用。
(三)企業溫室氣體排放量減量之預算與計畫
1.廠內節能措施進行
2.設備改善
3.廢棄物再生資源化：經由添購新式污水處理設備及汙泥乾燥機導入，降低汙泥含水量，將汙泥回
收成生質能燃料，進行蒸氣發電模式，減少廢棄物的產出，朝向綠能再生資源化，減少環境負荷。
4.原料廢棄物的再利用：擁有禽畜化製設備，將生產過程當中產生出的原料廢棄物，如殘骨及羽毛
，利用設備技術的提升，使其增加動物飼料量，進而達成經濟循環。
(四)企業產品或服務帶給客戶或消費者之減碳效果
為了降低對環境的衝擊，本公司每年編列預算投入環保保護的工作，除污染防治支出外，廠內建置
太陽能發電系統以及老舊設備汰換，降低生產作業中消耗之電能；生產產品將製造之廢棄物透過回
收處理方式降低廢料產生，以提升資源再利用；藉由製程設備技術提升，添購新式汙水處理設備及
汙泥乾燥機導入，使食品加工汙泥含水率下降，達到廢棄物減量管理，朝向減少環境負荷，並且預
計做成生質燃料，提升能源的方向進行生產。
"
1111005,110,1216,統一,58384.0000,僅母公司,ISO 14064,96160.0000,僅母公司,ISO 14064,1391235.0000,僅母公司,ISO 14064,36.2500,營業收入千萬元,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.組織運作:氣候變遷議題治理架構由總經理統籌監督永續發展委員會進行相關議題的控管，永續發展委員會轄下設有各工作小組進行議題管理與影響評估，委員會每年度向董事會呈報各功能群的執行狀況。
2.指標目標管理，由環境小組、溫室氣體推動管理委員會，及議題對應之相關影響單位，規劃、訂定與檢核氣候相關議題指標與目標之達成情況 ( 如節能、減碳、減廢 )。
3.節能減碳專案導入，推動生產廠每年節電1%。
4. 產品碳足跡認證。
(二)企業溫室氣體排放量減量目標
推動生產廠年度節電1% 專案
(三)企業溫室氣體排放量減量之預算與計畫
1.統一企業因應國際趨勢及國內政策要求，對於碳議題已採取積極的行動方案， 在2021/10/19開始進行ISO14064-1:2018溫室氣體盤查第三方輔導，並成立小組，2022/4完成溫室氣體盤查報告書，2022/6完成外部查證，預計2022/7得到認證。
2. 公司目前陸續規劃太陽光電設置案場，目前確定總量為2.137MW；預估年總發電量2,671千度/年，設置地點包括 新市物流園區2.049MW (2024/6完成設置)；台中總廠0.088MW(2023/1完成設置)。
3. 2022年底前新市導入廢水沼氣發電(年發電量700千度)。
(四)企業產品或服務帶給客戶或消費者之減碳效果
1.	統一企業設立包材技術小組，以積極包材減量為目標及提升環境友善包材的使用，積極尋找可能的減塑作為，逐步降低塑膠的使用。
2.	2021年針對蘋果蘇打的pet瓶，由HPR瓶改為CBD瓶，每瓶可降7克，年減34噸塑膠。
3.	持續採購具有 FSC 森林管理委員會認證的紙類包材，並保持使用比例在40%以上。
4.	利樂包包材原由瑞典Korsnas供應，運輸路途較遠，因疫情可能影響航運，已測試中國Honta生產的包材TP250，可降低運輸減碳。
"
1111005,110,1217,愛之味,1540.0000,母公司之天然氣與燃料油,N,5799.0000,母公司之外購電力、外購蒸氣、自來水,N,,,N,1.0300,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司除盡到國家政策之環保規範，亦透過會議，研討氣候變遷所產生風險，透過不同領域角
度，分析日後因應之對策，以專案方式進行管理，以達到永續發展之精神。
我國現行政策導向低碳排生產，本公司亦透過產能分析管控，以節能模式進行生產，並依據產品
別進行大數據分析調整，降低碳排放量，達到友善環境之目標。
(二)企業溫室氣體排放量減量目標
響應政府政策及企業低碳趨勢，逐步替換高耗能的設備，選擇節能設備與機台並管理各項耗能系
統，以達到節能目的，因此以2021年為基期，目標設定在2030年達到減少5%溫室氣體排放。
(三)企業溫室氣體排放量減量之預算與計畫
透過行政管理，使空調設備運轉更有效率，減少用水及用電量。目前公司採取夜間關閉部分照明
及空調之策略，來減少用水及用電量。
1.宣導節能節水政策，提升員工對節能減碳應有之觀念，並使用綠能商標之電氣設備及設定空調
溫度及時間管控。
2.推動水資源回收再利用，以軟水再生排棄較為乾淨之廢水，經儲存加壓再提供予廠區內道路及
廁所沖水、澆灌用。
3.將舊式馬達逐步汰換成IE3節能馬達，降低耗能並提高設備效能，以達到節能減碳之效果。
4.我公司投資 600萬元左右，將燃油鍋爐的燃燒機更換成燃氣鍋爐，原本每產生一噸蒸氣需耗費
6.4度的電量，更換燃燒機後每產生一噸蒸氣只需耗費2.3度的電量，110年蒸氣產生量約4,323
公噸，約可省17,724度的電力。
(四)企業產品或服務帶給客戶或消費者之減碳效果
推動公司產品碳足跡的標示，作為未來公司節能減碳的目標方案，也讓消費者能認知綠色及減碳
之議題在食品產業的重要性。
"
1111005,110,1218,泰山,3097.1850,泰山企業所屬田中油脂廠、田中食品廠、水產飼料廠、田中行政大樓、台北長安大樓辦公室。,ISO14064-1,6394.4110,泰山企業所屬田中油脂廠、田中食品廠、水產飼料廠、田中行政大樓、台北長安大樓辦公室。,ISO14064-1,1795.6780,泰山企業所屬田中油脂廠、田中食品廠、水產飼料廠、田中行政大樓、台北長安大樓辦公室。,ISO14064-1,1.1011,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司溫室氣體排放源以鍋爐燃燒與電力使用所產生之二氧化碳排放為主，因此，本公司將配合政府推動節能減碳措施，朝向使用潔淨能源、提高生產效率、強化能源管理及改進運輸效能的方向，降低溫室氣體排放。
本公司主動進行溫室氣體排放量盤查與查證，掌握廠內主要的溫室氣體排放源，以作為推動溫室氣體減量的依據。
(二)企業溫室氣體排放量減量目標
本公司以「溫室氣體排放密集度」作為溫室氣體管理指標，並設定109年為溫室氣體管理基準年，規劃達成溫室氣體排放密集度至114年下降10%為目標。
(三)企業溫室氣體排放量減量之預算與計畫
面對能源短缺與空氣污染的影響，本公司減少使用高污染、高碳排的燃料，儘可能運用潔淨能源替代高耗能的燃料油，如：液化石油氣、天然氣及生質燃料。另外，本公司也逐步推動能源管理系統，包括：主動檢討生產效率、盤點能源流向以及使用高效率節能設備。
公司正規劃汰換原有燃油鍋爐，並評估改裝潔淨能源的鍋爐，減少二氧化碳排放量。再加上鍋爐燃燒效率的提升，實際的溫室氣體減量效益會更加顯著。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司已推出Twist Water，成為首支減碳環保水，Twist Water 環保包裝水600ml與泰山純水相較，塑料減少47%; 回收空間增加70%以上;
碳排放減少69.5g，深受消費者認同喜愛，自此產品之後，公司已持續推出各式塑料減塑改版，目前公司仍研究綠色環保包材、國外rPET產品及相關減塑減碳計劃新品，未來在法規面與環保面盼能再盡一份心力。
"
1111005,110,1219,福壽,6960.1954,資料涵蓋範圍母公司兩個主要生產廠域,ISO 14064,10597.8797,資料涵蓋範圍母公司兩個主要生產廠域,ISO 14064,4052.1123,資料涵蓋範圍母公司兩個主要生產廠域,ISO 14064,1.6000,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.已全面更換廠區燃油鍋爐為天然氣鍋爐、逐步汰換柴油堆高機改採電動堆高機，減少溫室氣體排放量。
2.擴大建構太陽能光電系統，提升太陽能發電量。
3.增加冷凝水、冷卻水回收再利用量。
4.導入ISO 50001能源管理系統、ISO 146064-1溫室氣體盤查、TCFD等各項管理系統及策略，提高能源運用率、降低碳排放量。
(二)企業溫室氣體排放量減量目標
每年設定減量目標，並進行溫室氣體盤查，降低溫室氣體排放強度，預計2025年降低20%、2030年降低30%。2021年排放強度為1.6kgCO2/營業額千元。
(三)企業溫室氣體排放量減量之預算與計畫
1.2022年預計溫室氣體排放較2021年減少148噸CO2e以上，更新購置節能減碳設備如高效率馬達、LED節能燈具、購置高效率空氣壓縮機等，預計500萬元。
2.太陽能發電量預計2022年增建500Kw，總計發電量達3,182kW。
(四)企業產品或服務帶給客戶或消費者之減碳效果
1.公司共22項產品(2項芝麻油產品、5項柴魚花產品及15項寵物食品)取得碳足跡標籤驗證，透過碳標籤揭露讓消費者瞭解產品碳足跡情況，使產品碳排放透明化，讓消費者採購時能更清楚辨識，提升消費者綠色消費意識，共同為減碳盡一份心力。
2.植物油桶由油墨印刷改為貼標方式，2021年減少2,293kg油墨使用。
3.採用國產玉米替代進口玉米製造寵物食品，減少運輸碳排放。
4.採用森林監管委員會(FSC)認證紙箱，2021年使用占整體紙箱占比16.3%，提高使用占比至30%。
5.成為棕櫚油永續發展圓桌組織(RSPO)會員並採購認證之棕櫚油，透過採購支持棕櫚種植永續性及自然生態多性的保護。
"
1111005,110,1220,台榮,15926.7915,本公司雲林廠,N,15347.2564,本公司雲林廠,N,,,N,1900.4624,營業額(億元),
1111005,110,1225,福懋油,2392.5900,涵蓋範圍:僅母公司,N,2318.6400,涵蓋範圍:僅母公司,N,,,N,,,
1111005,110,1227,佳格,8844.0000,佳格母公司,N,11921.0000,佳格母公司,N,,,N,0.0170,萬元營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.內部持續推動永續相關活動，培養員工永續意識。
2.大宗原物料開發替代來源，增加原物料供應的彈性，以降低因氣候變遷導致不同來源價格波動的影響。
3.持續進行製程產率、效率及品質提升，評估製程副產物再利用，減少製程廢棄物。
4.降低水資源的耗用、落實廢水或者廢棄物的減量。
5.在新產品研發的過程中，考量永續相關議題，如包材減量、回收相關配套。
6.開發第三方物流，增加出貨彈性。
7.完善停電及停水時的應變措施。
(二)企業溫室氣體排放量減量目標
積極推行各項節能減碳政策，除了工廠持續監控製程，致力改善設備效率外，並透過各項設備汰舊換新專案，提高效率並減少溫室氣體排放。
(三)企業溫室氣體排放量減量之預算與計畫
進行設備汰舊換新，提高生產效率並降低耗能，預計減少碳排放170噸 / 年。
(四)企業產品或服務帶給客戶或消費者之減碳效果
目前無此項目之檢視。
"
1111005,110,1229,聯華,1315.3200,"母公司-聯華實業投資控股(股)公司以及
子公司-聯華製粉食品(股)公司、聯華置產(股)公司",ISO 14064-1:2018,14868.5100,"母公司-聯華實業投資控股(股)公司以及
子公司-聯華製粉食品(股)公司、聯華置產(股)公司",ISO 14064-1:2018,3014.2700,"母公司-聯華實業投資控股(股)公司以及
子公司-聯華製粉食品(股)公司、聯華置產(股)公司",ISO 14064-1:2018,2.5700,營業額;單位為新台幣佰萬元,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
推動集團轉投資物業，設置太陽能發電設備，增加綠電容量以降低溫室氣體排放量，盡力提升再生能源使用比例，以節能、儲能、創能為目標。
(二)企業溫室氣體排放量減量目標
為降低溫室氣體排放量，我們積極推動節能行動，展開碳減量行動，期望從完善環境、能源管理系統開始，逐步提高能源使用效率。
工廠除持續汰換現有高能耗馬達，由IE1提升至IE3高效能馬達，並加強設備傳動原件維護與保養以降低馬達耗能，照明燈具亦逐步汰換為LED省電燈具，逐步汰換高能耗設備。
聯華並透過外部溫室氣體盤查結果，了解碳排放數字後，再依據碳排量較高之設備，進行減量措施。同時以110年度基準年資料，訂定每年排放減量1%為目標，
盡可能降低工廠及大樓的溫室氣體排放量，為產業減碳貢獻心力，期能經由各項改善措施提高能源使用效率。
(三)企業溫室氣體排放量減量之預算與計畫
110年度透過各項節能改善措施，年度節電196,858度電，減少98.8 t-CO2e 排放量。
111年度持續進行高能耗設備汰換：
1、A二次加水機更新，22KW改為9.2KW，每年可節電23,039度。
2、鬆粉機更新六台，馬達由IE1提升為IE2能效等級，每年可節電8,074度。
3、新麥倉燈具更換LED節能燈具，每年可節電9,360度，合計年節電40,473度, 減少碳排放約20.6 t-CO2e。
112年度持續進行高能耗設備汰換並評估於廠房屋頂建置太陽能發電：
預估建置容量約550KWP，年發電量約582,175度, 減少碳排放約296.3 t-CO2e。
未來將持續關注並導入新節能技術，適時改進並替換，以達氣體排放量減量1%之目標。
(四)企業產品或服務帶給客戶或消費者之減碳效果
大樓執行之節能成效，除有效減少溫室氣體排放量外，效果全數回饋在電費上，有效降低承租戶用電支出。
另，面對塑膠污染的挑戰，聯華製粉於包材部分盡力減少或取代塑膠材質包材之使用，並於110年建置紙袋包裝線，日產能約9,600包，每日可減少約670kg塑膠材質包材之使用。
聯華除積極配合政府政策，將持續推動節能減碳相關措施，盡力為環境保護及社會責任盡一份心力。
"
1111005,110,1231,聯華食,,,N,,,N,,,N,,,
1111005,110,1232,大統益,4078.0000,僅母公司,ISO 14064,114821.0000,僅母公司,ISO 14064,,,N,0.1200,黃豆總加工量,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
建置ISO 14001、ISO 50001及ISO 14064-1等環境和能源管理系統，成立溫室氣體盤查小組及能源審查小組，定期對法規條文實施盤查及鑑別，對於各生產活動的投入包括原物料使用量、用電量、用水量等及各活動產出包括廢水、廢棄物、溫室氣體排放量等建立管理指標，藉由推動製程改善、導入節能技術和優先採購節能設備等措施，以降低各項生產活動所帶來的環境衝擊。
(二)企業溫室氣體排放量減量目標
1. 訂定節約能源目標及執行計畫，年度節電率應達百分之一以上
(三)企業溫室氣體排放量減量之預算與計畫
1.使用節能設備：更換LED節能照明、汰換老舊耗能空壓機
2.製程的節能改善計畫：調整最佳製程參數
3.冰水機和冷卻水系統節能：訂定年度保養和清洗計畫，保持設備效能
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司透過在各項製程與設備的改善、節能設備投資和資源性廢棄物循環再利用等措施，在碳排放的盤查與計算過程中反映出具體減碳成果，最終透過外部稽核單位做企業執行成果的認證，彙整成年度永續報告書，讓客戶或消費者共同分享並重視本公司在節能減碳所獲得的成果。
"
1111005,110,1233,天仁,,,N,2617.0000,本公司天仁茶業股份有限公司直營單位,N,,,N,2.0646,分母以營業額為百萬元之計算,
1111005,110,1234,黑松,9166.6300,台北總公司、中壢廠與斗六廠,ISO 14064-1：2018,15150.7500,台北總公司、中壢廠與斗六廠,ISO 14064-1：2018,6256.4300,台北總公司、中壢廠與斗六廠,ISO 14064-1：2018,0.1600,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司於110年經董事會通過「風險管理政策與程序」，設置風險管理機制，作為公司風險管理的管理依據，該管理範疇亦涵蓋氣候變遷與自然災害風險，
為由永續發展委員提出可能的風險與衝擊，並經討論後由總經理選定風險，由相關單位提出管理策略與目標，並由永續發展委員覆核策略及目標之可行性，
並定期檢視執行狀況，降低氣候風險影響。因應氣候變遷或溫室氣體管理之相關策略：
(1)管控能源使用效率：
本公司中壢廠成立 「能源管理委員會」，103年12月通過ISO 50001：2011能源管理系統驗證；109年9月中壢廠ISO 50001：
2011驗證改版為ISO 50001：2018驗證，有效期為109年12月至112年12月。
建構全廠重大能耗設備能源耗用監控與管理系統。年度策略規劃制定節能減碳目標與計劃。
(2)推動溫室氣體排放量減量：
訂定目標及對應作法，至114年，在類別1與類別2的範疇下，中壢廠每噸產品碳排放相較109年減少15%。
每年進行全公司，包含總公司、中壢廠及斗六廠，溫室氣體盤查並取得ISO 14064-1：2018 (組織型溫室氣體排放量盤查) 查證聲明書。
(3)推行綠能：
訂定目標及對應作法，至114年，使用8%以上太陽光電發電於中壢廠營運。預計111年完成斗六廠太陽光發電系統建置(自發自用574千瓦轉供中壢廠用電)
且於112年併入中壢廠用電電網。
(4)提升資源使用效率：
訂定目標及對應作法，至114年，將水耗用率(製造1噸產品的用水量)相較109年減少10%。
訂定目標及對應作法，至114年，PET瓶(胚、標)塑料中使用超過30％的回收材料；每噸產品產生的廢棄物重量相較109年減少14%。
(二)企業溫室氣體排放量減量目標
至114年，在類別1與類別2的範疇下，中壢廠每噸產品碳排放相較109年減少15%。
(三)企業溫室氣體排放量減量之預算與計畫
(1)推行全廠全年度節電率>1%各項節能措施。
(2)推行綠電，預計於111年完成建置斗六廠太陽光發電裝置(自發自用574千瓦轉供中壢廠用電)，每月發電量預估為5.5萬度。
(3)計劃111年起以LED燈管階段性汰換辦公區域耗能燈具。
(4)除了持續優化改善中壢廠生產設備或製程，亦透過午休時間關閉辦公區域電燈1小時，張貼節約用電標語、走動管理，時時提醒同仁隨手關閉電源，
並配合宣導各項措施以落實溫室氣體排放量減量。
(四)企業產品或服務帶給客戶或消費者之減碳效果
(1)持續進行包材輕量化，逐步降低塑膠的使用。
(2)本公司自有品牌飲料產品紙盒包裝有康美包與利樂皇兩種，其包材康美包與利樂包皆已全面通過森林管理委員會(Forest Stewardship Council, FSC)
認證。
"
1111005,110,1235,興泰,919.2922,依108年製成排放量檢測結果換算110年母子公司排放量,N,181.6340,依110年台灣電力公司記錄排放量資訊之母子公司排放量,N,,,N,0.0268,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.已全面更換廠區燃油鍋爐為天然氣鍋爐，減少溫室氣體排放量。
2.本公司為因應氣候變遷，陸續建立各項制度並同時強化宣導，改善溫室效應。
(二)企業溫室氣體排放量減量目標
每年設定減量目標，並進行溫室氣體做內部盤查，降低溫室氣體排放量。
(三)企業溫室氣體排放量減量之預算與計畫
目前暫無此項目之預算與計畫。
(四)企業產品或服務帶給客戶或消費者之減碳效果
目前暫無此項目之檢視。
"
1111005,110,1236,宏亞,2878.0270,母公司,N,6477.8800,母公司,N,,,N,5.3100,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
董事長兼任企業責任委員會主席，由董事長主導氣候變遷風險之對應方針，針對鑑別之高度風險評估對宏亞之衝擊，而發展因應之措施與行動方案策略。
(二)企業溫室氣體排放量減量目標
每年度製程作業的範疇一和二的產品排放密度 （每公噸產品）達成下降2% （以2017年為基期），2030目標達到下降5%。
(三)企業溫室氣體排放量減量之預算與計畫
預算計畫投資相關節能減碳設備達每年資本支出約2%，計畫有落實能源查核制度工作，積極推動節能改善，汰換老舊耗能設備，提高能源使用效率，同時導入智能管理，應用AI程式管理，降低待機低負載電力損耗。
(四)企業產品或服務帶給客戶或消費者之減碳效果
藉由投入相關製程並導入循環經濟製造，期望在原料和物料上使用自然原料和可循環使用之包材，傳達永續循環商品之理念，讓消費者認同並以身作則繼而影響社會。
"
1111005,110,1256,鮮活果汁-KY,3076.7318,集團主要營運主體，子公司蘇州鮮活飲品股份有限公司,GRI Standards,15070.9039,集團主要營運主體，子公司蘇州鮮活飲品股份有限公司,GRI Standards,775.8442,集團主要營運主體，子公司蘇州鮮活飲品股份有限公司,N,0.0041,營業額,
1111005,110,1301,台塑,3966548.0000,母公司2020年經第三方查證數據，請參閱本公司2021年永續報告書P.66,ISO 14064,4668706.0000,母公司2020年經第三方查證數據，請參閱本公司2021年永續報告書P.66,ISO 14064,11332873.0000,母公司2020年經第三方查證數據，請參閱本公司2021年永續報告書P.66,ISO 14064,6205.4000,範疇一+範疇二/當年度個體財報營收(億元)，請參閱本公司2021年永續報告書P.66,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.為因應此一挑戰，成立「節能減排循環經濟推動小組」強力推動。
2.每月進行績效檢討，研討各項減量技術相互交流學習；透過研擬專案改善議題、舉辦觀摩研討會及各種輔導計畫等活動，
持續推動改善作業，並定期進行現場輔導及成效查核作業，針對各單位未能達標原因詳細檢討，研擬改善措施憑以推動。
此外，每季定期提各項改善作業之進度及成效，且每年年終排定年度執行工作報告及次年工作計畫檢討，
發表於產官學界舉辦之研討會，於企業雜誌、企業網站等進行教育宣導，提升員工參與感及成就感。
3.推動燃煤朝向低(零)碳能源轉型、節能減碳循環經濟、提高再生能源用量與其他減碳措施。
請詳見本公司2021年永續報告書P.52-53。
(二)企業溫室氣體排放量減量目標
本公司已訂定溫室氣體排放減量絕對目標：
短期減量目標：2025年較基準年(2020年)減量20%
中期減量目標：2030年較基準年(2020年)減量40%
長期減量目標：2050年達到碳中和
(三)企業溫室氣體排放量減量之預算與計畫
本公司2022年計畫進行(含進行中)之節能改善案共842件，預估可節省蒸汽45.13噸/小時、節省電力11,623度/小時、
節省燃料0.56 噸/小時、溫室氣體減量19.06萬噸二氧化碳當量(CO2e)/ 年，預估總投資金額23.25億元，
年投資效益5.36億元。
(四)企業產品或服務帶給客戶或消費者之減碳效果
1.本公司積極推廣綠色產品，建構能源效率、排放減量、廢棄物減量、節水、無毒、健康、再生產品、安全性等八個面向的綠色產品，
並從這八個面向，投入研發能量與加速產品化時程，並開發差別化、高值化之前瞻性產品，
如碳纖產品應用於風力發電機組葉片、製作電動車框架及引擎蓋，碳酸鈣添加於塑膠製品中取代部分塑膠作為填料，進而有效減少碳排放量。
2.本公司供應AN給台化公司PABS廠作為原料，可生產ABS車體片，減少碳排。依據經濟部能源局「車輛油耗指南」資料顯示，
車輛載重每增加100公斤，油耗將提高約5%，電鍍級ABS使用於汽車輪圈蓋、車門把手、行李架、車架等飾片，以取代鋁合金，
可降低車體重量，進而減少油耗。一般房車使用ABS取代鋁合金，約可減輕1公斤，
每百公里可減少油耗0.003公升汽油(以車輛平均油耗15 Km/L計算)。年產量40萬噸ABS中，約有5% 生產汽車相關零件，
換算約有2萬噸ABS取代鋁合金，以鋁：ABS密度比2.55計算，可減重3.2萬噸，並減少耗油96噸，相當於節能3,135.08兆焦耳(MJ)。
請詳見本公司2021年永續報告書P.69。
"
